Word_Sim,Character-1,Character-2,C&B-Subtitle-raw-W,C&B-Subtitle-log-W,HD_M,Stroke-mean-Sim,Neighborhood-mean,pinyin,pinyinword
相见,相,见,161.0,2.21,13.0,6.5,291.5,"['xiang', 'jian']",xiangjian
相依,相,依,9.0,0.95,8.5,8.5,278.0,"['xiang', 'yi']",xiangyi
相宜,相,宜,1.0,0.0,11.5,8.5,249.0,"['xiang', 'yi']",xiangyi
相抵,相,抵,9.0,0.95,5.5,8.5,270.0,"['xiang', 'di']",xiangdi
相知,相,知,11.0,1.04,9.0,8.5,278.0,"['xiang', 'zhi']",xiangzhi
相近,相,近,60.0,1.78,8.5,8.0,291.5,"['xiang', 'jin']",xiangjin
相信,相,信,25699.0,4.41,4.5,9.0,291.0,"['xiang', 'xin']",xiangxin
相思,相,思,21.0,1.32,9.5,9.0,277.5,"['xiang', 'si']",xiangsi
相约,相,约,38.0,1.58,4.5,7.5,277.0,"['xiang', 'yue']",xiangyue
相若,相,若,,,6.0,8.5,290.5,"['xiang', 'ruo']",xiangruo
相容,相,容,15.0,1.18,9.5,9.5,247.5,"['xiang', 'rong']",xiangrong
相差,相,差,51.0,1.71,6.0,9.0,277.5,"['xiang', 'cha']",xiangcha
相书,相,书,,,9.5,6.5,278.0,"['xiang', 'shu']",xiangshu
相配,相,配,,,5.0,9.5,291.5,"['xiang', 'pei']",xiangpei
相异,相,异,,,22.0,7.5,292.0,"['xiang', 'yi']",xiangyi
相符,相,符,354.0,2.55,12.0,10.0,249.0,"['xiang', 'fu']",xiangfu
相处,相,处,1374.0,3.14,5.5,7.0,292.0,"['xiang', 'chu']",xiangchu
相通,相,通,59.0,1.77,5.0,9.5,278.0,"['xiang', 'tong']",xiangtong
相逢,相,逢,37.0,1.57,5.0,9.5,248.5,"['xiang', 'feng']",xiangfeng
相连,相,连,130.0,2.11,7.0,8.0,248.5,"['xiang', 'lian']",xianglian
相等,相,等,22.0,1.34,4.0,10.5,269.5,"['xiang', 'deng']",xiangdeng
相距,相,距,21.0,1.32,11.0,10.0,292.0,"['xiang', 'ju']",xiangju
相传,相,传,23.0,1.36,5.0,7.5,249.0,"['xiang', 'chuan']",xiangchuan
相爱,相,爱,556.0,2.75,7.0,9.5,292.0,"['xiang', 'ai']",xiangai
相会,相,会,52.0,1.72,11.0,7.5,292.0,"['xiang', 'hui']",xianghui
相当,相,当,2339.0,3.37,5.0,7.5,277.5,"['xiang', 'dang']",xiangdang
相遇,相,遇,360.0,2.56,24.5,10.5,277.0,"['xiang', 'yu']",xiangyu
相隔,相,隔,69.0,1.84,8.0,10.5,249.0,"['xiang', 'ge']",xiangge
相像,相,像,78.0,1.89,6.5,11.0,292.0,"['xiang', 'xiang']",xiangxiang
相对,相,对,268.0,2.43,6.0,7.0,291.0,"['xiang', 'dui']",xiangdui
相称,相,称,41.0,1.61,4.5,9.5,278.0,"['xiang', 'chen']",xiangchen
相聚,相,聚,108.0,2.03,11.0,11.5,292.0,"['xiang', 'ju']",xiangju
相貌,相,貌,90.0,1.95,6.0,11.5,291.5,"['xiang', 'mao']",xiangmao
相撞,相,撞,56.0,1.75,5.5,12.0,291.0,"['xiang', 'zhuang']",xiangzhuang
相邻,相,邻,19.0,1.28,8.0,8.0,247.5,"['xiang', 'lin']",xianglin
相拥,相,拥,,,9.5,8.5,269.0,"['xiang', 'yong']",xiangyong
相机,相,机,548.0,2.74,14.5,7.5,278.0,"['xiang', 'ji']",xiangji
相瞒,相,瞒,,,5.5,12.0,248.5,"['xiang', 'man']",xiangman
相应,相,应,111.0,2.05,7.5,8.0,278.0,"['xiang', 'ying']",xiangying
相声,相,声,25.0,1.4,6.5,8.0,278.0,"['xiang', 'sheng']",xiangsheng
相识,相,识,164.0,2.21,18.0,8.0,292.0,"['xiang', 'shi']",xiangshi
相关,相,关,730.0,2.86,7.0,7.5,277.5,"['xiang', 'guan']",xiangguan
相劝,相,劝,6.0,0.78,4.5,6.5,292.0,"['xiang', 'quan']",xiangquan
相继,相,继,28.0,1.45,15.5,9.5,292.0,"['xiang', 'ji']",xiangji
相让,相,让,8.0,0.9,4.5,7.0,291.0,"['xiang', 'rang']",xiangrang
盼望,盼,望,147.0,2.17,5.0,10.0,305.0,"['pan', 'wang']",panwang
盾牌,盾,牌,126.0,2.1,5.0,10.5,262.0,"['dun', 'pai']",dunpai
省力,省,力,7.0,0.85,12.0,5.5,284.0,"['sheng', 'li']",shengli
省下,省,下,,,2.5,6.0,283.5,"['sheng', 'xia']",shengxia
省分,省,分,,,3.5,6.5,284.0,"['sheng', 'fen']",shengfen
省去,省,去,30.0,1.48,2.0,7.0,283.5,"['sheng', 'qu']",shengqu
省份,省,份,9.0,0.95,3.5,7.5,284.0,"['sheng', 'fen']",shengfen
省委,省,委,,,5.5,8.5,262.0,"['sheng', 'wei']",shengwei
省长,省,长,7.0,0.85,1.5,6.5,261.5,"['sheng', 'zhang']",shengzhang
省却,省,却,1.0,0.0,3.0,8.0,283.5,"['sheng', 'que']",shengque
省城,省,城,4.0,0.6,6.0,9.0,241.0,"['sheng', 'cheng']",shengcheng
省悟,省,悟,1.0,0.0,7.0,9.5,284.0,"['xing', 'wu']",xingwu
省时,省,时,2.0,0.3,5.5,8.0,241.0,"['sheng', 'shi']",shengshi
省级,省,级,1.0,0.0,10.0,7.5,241.0,"['sheng', 'ji']",shengji
省掉,省,掉,13.0,1.11,3.0,10.0,283.5,"['sheng', 'diao']",shengdiao
省略,省,略,43.0,1.63,1.5,10.0,282.5,"['sheng', 'lve']",shenglve
省钱,省,钱,44.0,1.64,4.5,9.5,241.0,"['sheng', 'qian']",shengqian
省籍,省,籍,,,10.0,14.5,241.0,"['sheng', 'ji']",shengji
眉心,眉,心,16.0,1.2,11.0,6.5,247.5,"['mei', 'xin']",meixin
眉毛,眉,毛,234.0,2.37,9.0,6.5,219.0,"['mei', 'mao']",meimao
眉目,眉,目,43.0,1.63,12.5,7.0,261.5,"['mei', 'mu']",meimu
眉端,眉,端,,,7.0,11.5,248.0,"['mei', 'duan']",meiduan
眉头,眉,头,30.0,1.48,7.5,7.0,219.0,"['mei', 'tou']",meitou
看上,看,上,70.0,1.85,3.0,6.0,305.0,"['kan', 'shang']",kanshang
看中,看,中,78.0,1.89,4.0,6.5,291.0,"['kan', 'zhong']",kanzhong
看台,看,台,97.0,1.99,3.0,7.0,262.0,"['kan', 'tai']",kantai
看好,看,好,262.0,2.42,5.0,7.5,304.5,"['kan', 'hao']",kanhao
看守,看,守,322.0,2.51,2.5,7.5,283.0,"['kan', 'shou']",kanshou
看成,看,成,215.0,2.33,6.5,7.5,262.5,"['kan', 'cheng']",kancheng
看似,看,似,112.0,2.05,6.5,7.5,305.0,"['kan', 'shi']",kanshi
看作,看,作,193.0,2.29,3.5,8.0,304.5,"['kan', 'zuo']",kanzuo
看更,看,更,,,8.0,8.0,291.0,"['kan', 'geng']",kangeng
看见,看,见,11442.0,4.06,10.5,6.5,305.0,"['kan', 'jian']",kanjian
看来,看,来,7416.0,3.87,3.5,8.0,261.5,"['kan', 'lai']",kanlai
看到,看,到,26783.0,4.43,5.0,8.5,305.0,"['kan', 'dao']",kandao
看法,看,法,1461.0,3.16,2.0,8.5,283.0,"['kan', 'fa']",kanfa
看待,看,待,363.0,2.56,2.5,9.0,291.0,"['kan', 'dai']",kandai
看扁,看,扁,,,2.0,9.0,283.0,"['kan', 'bian']",kanbian
看相,看,相,5.0,0.7,4.5,9.0,291.5,"['kan', 'xiang']",kanxiang
看穿,看,穿,142.0,2.15,2.5,9.0,291.5,"['kan', 'chuan']",kanchuan
看重,看,重,140.0,2.15,2.0,9.0,262.0,"['kan', 'zhong']",kanzhong
看家,看,家,22.0,1.34,7.5,9.5,291.5,"['kan', 'jia']",kanjia
看书,看,书,,,7.0,6.5,291.5,"['kan', 'shu']",kanshu
看病,看,病,150.0,2.18,3.0,9.5,305.0,"['kan', 'bing']",kanbing
看望,看,望,167.0,2.22,3.0,10.0,305.0,"['kan', 'wang']",kanwang
看清,看,清,,,5.5,10.0,291.5,"['kan', 'qing']",kanqing
看透,看,透,127.0,2.1,1.5,9.5,305.0,"['kan', 'tou']",kantou
看过,看,过,,,1.5,7.5,305.5,"['kan', 'guo']",kanguo
看惯,看,惯,,,5.0,10.0,305.0,"['kan', 'guan']",kanguan
看涨,看,涨,4.0,0.6,5.0,9.5,305.0,"['kan', 'zhang']",kanzhang
看管,看,管,101.0,2.0,2.0,11.5,283.0,"['kan', 'guan']",kanguan
看轻,看,轻,18.0,1.26,5.5,9.0,291.5,"['kan', 'qing']",kanqing
看齐,看,齐,21.0,1.32,12.5,7.5,262.5,"['kan', 'qi']",kanqi
看错,看,错,,,3.0,11.0,304.5,"['kan', 'cuo']",kancuo
看懂,看,懂,,,2.0,12.0,283.0,"['kan', 'dong']",kandong
看戏,看,戏,,,4.0,7.5,305.5,"['kan', 'xi']",kanxi
看护,看,护,208.0,2.32,5.0,8.0,305.5,"['kan', 'hu']",kanhu
矜持,矜,持,31.0,1.49,7.5,9.0,248.5,"['jin', 'chi']",jinchi
砂石,砂,石,9.0,0.95,9.0,7.0,291.5,"['sha', 'shi']",shashi
砂纸,砂,纸,11.0,1.04,9.5,8.0,270.0,"['sha', 'zhi']",shazhi
砂糖,砂,糖,12.0,1.08,10.0,12.5,249.0,"['sha', 'tang']",shatang
砂锅,砂,锅,27.0,1.43,5.0,10.5,278.0,"['sha', 'guo']",shaguo
砂砾,砂,砾,9.0,0.95,15.5,9.5,292.0,"['sha', 'li']",shali
砌成,砌,成,,,12.0,7.5,263.0,"['qi', 'cheng']",qicheng
砌砖,砌,砖,2.0,0.3,7.5,9.0,291.5,"['qi', 'zhuan']",qizhuan
砍下,砍,下,,,5.0,6.0,283.0,"['kan', 'xia']",kanxia
砍去,砍,去,,,4.5,7.0,283.0,"['kan', 'qu']",kanqu
砍伐,砍,伐,11.0,1.04,4.5,7.5,269.0,"['kan', 'fa']",kanfa
砍死,砍,死,,,3.5,7.5,261.0,"['kan', 'si']",kansi
砍倒,砍,倒,,,7.0,9.5,283.0,"['kan', 'dao']",kandao
砍柴,砍,柴,,,4.5,9.5,239.5,"['kan', 'chai']",kanchai
砍掉,砍,掉,,,5.5,10.0,283.0,"['kan', 'diao']",kandiao
砍杀,砍,杀,,,7.0,7.5,269.5,"['kan', 'sha']",kansha
砍伤,砍,伤,,,5.0,7.5,269.0,"['kan', 'shang']",kanshang
砍头,砍,头,,,4.0,7.0,240.0,"['kan', 'tou']",kantou
砍断,砍,断,,,5.5,10.0,283.0,"['kan', 'duan']",kanduan
砒霜,砒,霜,24.0,1.38,,13.0,,"['pi', 'shuang']",pishuang
研究,研,究,3305.0,3.52,12.5,8.0,262.5,"['yan', 'jiu']",yanjiu
研讨,研,讨,12.0,1.08,7.5,7.0,241.0,"['yan', 'tao']",yantao
研习,研,习,16.0,1.2,11.5,6.0,220.0,"['yan', 'xi']",yanxi
研制,研,制,72.0,1.86,18.0,8.5,263.0,"['yan', 'zhi']",yanzhi
研药,研,药,,,9.0,9.0,263.0,"['yan', 'yao']",yanyao
研读,研,读,10.0,1.0,9.5,9.5,220.0,"['yan', 'du']",yandu
只有,只,有,6916.0,3.84,8.5,5.5,262.0,"['zhi', 'you']",zhiyou
只是,只,是,21213.0,4.33,20.0,7.0,284.0,"['zhi', 'shi']",zhishi
只要,只,要,10236.0,4.01,7.5,7.0,284.0,"['zhi', 'yao']",zhiyao
只管,只,管,60.0,1.78,6.5,9.5,261.5,"['zhi', 'guan']",zhiguan
祈求,祈,求,250.0,2.4,16.0,7.5,219.5,"['qi', 'qiu']",qiqiu
祈神,祈,神,,,12.5,8.5,220.0,"['qi', 'shen']",qishen
祈望,祈,望,6.0,0.78,13.5,9.5,262.5,"['qi', 'wang']",qiwang
祈福,祈,福,37.0,1.57,20.0,10.5,220.0,"['qi', 'fu']",qifu
祈祷,祈,祷,1945.0,3.29,14.5,9.5,240.5,"['qi', 'dao']",qidao
秋分,秋,分,2.0,0.3,5.5,6.5,291.5,"['qiu', 'fen']",qiufen
秋天,秋,天,254.0,2.4,3.5,6.5,277.0,"['qiu', 'tian']",qiutian
秋日,秋,日,8.0,0.9,3.0,6.5,290.0,"['qiu', 'ri']",qiuri
秋收,秋,收,6.0,0.78,3.0,7.5,277.0,"['qiu', 'shou']",qiushou
秋色,秋,色,3.0,0.48,5.5,7.5,290.0,"['qiu', 'se']",qiuse
秋季,秋,季,122.0,2.09,14.5,8.5,291.5,"['qiu', 'ji']",qiuji
秋雨,秋,雨,1.0,0.0,7.0,8.5,268.5,"['qiu', 'yu']",qiuyu
秋风,秋,风,2.0,0.3,7.0,6.5,277.0,"['qiu', 'feng']",qiufeng
秋凉,秋,凉,1.0,0.0,4.5,9.5,248.0,"['qiu', 'liang']",qiuliang
秋景,秋,景,,,7.0,10.5,269.0,"['qiu', 'jing']",qiujing
秋游,秋,游,,,6.5,10.5,248.5,"['qiu', 'you']",qiuyou
科目,科,目,38.0,1.58,11.5,7.0,291.0,"['ke', 'mu']",kemu
科技,科,技,601.0,2.78,17.5,8.0,292.0,"['ke', 'ji']",keji
科长,科,长,39.0,1.59,6.5,6.5,269.5,"['ke', 'zhang']",kezhang
科研,科,研,51.0,1.71,12.5,9.0,249.0,"['ke', 'yan']",keyan
科学,科,学,1399.0,3.15,6.0,8.5,249.0,"['ke', 'xue']",kexue
科举,科,举,2.0,0.3,8.5,9.0,270.0,"['ke', 'ju']",keju
秒针,秒,针,5.0,0.7,7.5,8.0,269.5,"['miao', 'zhen']",miaozhen
秒钟,秒,钟,12.0,1.08,5.0,9.0,269.5,"['miao', 'zhong']",miaozhong
穿入,穿,入,,,3.5,5.5,291.5,"['chuan', 'ru']",chuanru
穿上,穿,上,,,3.5,6.0,291.5,"['chuan', 'shang']",chuanshang
穿孔,穿,孔,39.0,1.59,2.5,6.5,269.5,"['chuan', 'kong']",chuankong
穿衣,穿,衣,61.0,1.79,6.5,7.5,278.0,"['chuan', 'yi']",chuanyi
穿洞,穿,洞,,,4.5,9.0,291.5,"['chuan', 'dong']",chuandong
穿梭,穿,梭,145.0,2.16,4.5,10.0,277.0,"['chuan', 'suo']",chuansuo
穿着,穿,着,737.0,2.87,7.0,10.0,248.0,"['chuan', 'zhe']",chuanzhe
穿透,穿,透,124.0,2.09,2.0,9.5,291.5,"['chuan', 'tou']",chuantou
穿插,穿,插,13.0,1.11,4.0,10.5,277.5,"['chuan', 'cha']",chuancha
穿着,穿,着,737.0,2.87,7.0,10.0,248.0,"['chuan', 'zhe']",chuanzhe
穿越,穿,越,550.0,2.74,6.0,10.5,291.0,"['chuan', 'yue']",chuanyue
穿过,穿,过,1018.0,3.01,2.0,7.5,292.0,"['chuan', 'guo']",chuanguo
穿鞋,穿,鞋,,,7.5,12.0,249.0,"['chuan', 'xie']",chuanxie
穿戴,穿,戴,74.0,1.87,6.5,13.0,291.5,"['chuan', 'dai']",chuandai
穿墙,穿,墙,,,4.0,11.5,249.0,"['chuan', 'qiang']",chuanqiang
突兀,突,兀,11.0,1.04,10.5,6.0,263.0,"['tu', 'wu']",tuwu
突出,突,出,255.0,2.41,6.0,7.0,249.0,"['tu', 'chu']",tuchu
突破,突,破,509.0,2.71,6.5,9.5,263.0,"['tu', 'po']",tupo
突起,突,起,26.0,1.41,6.5,9.5,241.0,"['tu', 'qi']",tuqi
突围,突,围,28.0,1.45,10.5,8.0,220.0,"['tu', 'wei']",tuwei
突然,突,然,4366.0,3.64,5.5,10.5,219.0,"['tu', 'ran']",turan
突发,突,发,212.0,2.33,5.5,7.0,248.5,"['tu', 'fa']",tufa
突击,突,击,211.0,2.32,13.5,7.0,220.0,"['tu', 'ji']",tuji
突袭,突,袭,174.0,2.24,8.5,10.0,220.0,"['tu', 'xi']",tuxi
突变,突,变,78.0,1.89,7.5,8.5,262.5,"['tu', 'bian']",tubian
竿子,竿,子,19.0,1.28,6.5,6.0,268.5,"['gan', 'zi']",ganzi
纪元,纪,元,6.0,0.78,19.5,5.0,263.0,"['ji', 'yuan']",jiyuan
纪念,纪,念,790.0,2.9,13.0,7.0,305.5,"['ji', 'nian']",jinian
纪律,纪,律,226.0,2.35,14.5,7.5,305.5,"['ji', 'lv']",jilv
纪录,纪,录,661.0,2.82,18.5,7.0,305.5,"['ji', 'lu']",jilu
约束,约,束,186.0,2.27,6.0,6.5,291.0,"['yue', 'shu']",yueshu
约见,约,见,16.0,1.2,10.5,5.0,290.5,"['yue', 'jian']",yuejian
约定,约,定,436.0,2.64,3.5,7.0,290.5,"['yue', 'ding']",yueding
约略,约,略,,,2.0,8.5,289.5,"['yue', 'lve']",yuelve
约莫,约,莫,3.0,0.48,7.5,8.0,291.0,"['yue', 'mo']",yuemo
约会,约,会,6267.0,3.8,8.5,6.0,291.0,"['yue', 'hui']",yuehui
约数,约,数,7.0,0.85,5.5,9.5,269.0,"['yue', 'shu']",yueshu
红人,红,人,16.0,1.2,6.5,4.0,219.0,"['hong', 'ren']",hongren
红心,红,心,63.0,1.8,8.5,5.0,247.5,"['hong', 'xin']",hongxin
红日,红,日,,,4.5,5.0,261.0,"['hong', 'ri']",hongri
红包,红,包,17.0,1.23,6.5,5.5,248.0,"['hong', 'bao']",hongbao
红色,红,色,1491.0,3.17,7.0,6.0,261.0,"['hong', 'se']",hongse
红衣,红,衣,33.0,1.52,9.0,6.0,248.5,"['hong', 'yi']",hongyi
红利,红,利,33.0,1.52,15.5,6.5,262.5,"['hong', 'li']",hongli
红豆,红,豆,16.0,1.2,7.0,6.5,262.0,"['hong', 'dou']",hongdou
红雨,红,雨,,,8.5,7.0,239.5,"['hong', 'yu']",hongyu
红星,红,星,8.0,0.9,7.0,7.5,248.5,"['hong', 'xing']",hongxing
红娘,红,娘,10.0,1.0,4.5,8.0,218.5,"['hong', 'niang']",hongniang
红海,红,海,11.0,1.04,5.0,8.0,240.5,"['hong', 'hai']",honghai
红粉,红,粉,8.0,0.9,4.5,8.0,240.5,"['hong', 'fen']",hongfen
红茶,红,茶,24.0,1.38,7.0,7.5,219.0,"['hong', 'cha']",hongcha
红梅,红,梅,9.0,0.95,10.5,8.5,219.0,"['hong', 'mei']",hongmei
红帽,红,帽,88.0,1.94,6.5,9.0,262.0,"['hong', 'mao']",hongmao
红枣,红,枣,,,6.5,7.0,240.0,"['hong', 'zao']",hongzao
红椒,红,椒,,,11.0,9.0,248.0,"['hong', 'jiao']",hongjiao
红晕,红,晕,6.0,0.78,4.5,8.0,248.0,"['hong', 'yun']",hongyun
红肿,红,肿,18.0,1.26,6.0,7.0,240.0,"['hong', 'zhong']",hongzhong
红叶,红,叶,3.0,0.48,8.5,5.5,262.5,"['hong', 'ye']",hongye
红尘,红,尘,17.0,1.23,8.0,6.0,218.5,"['hong', 'chen']",hongchen
红旗,红,旗,14.0,1.15,15.5,10.0,219.5,"['hong', 'qi']",hongqi
红润,红,润,16.0,1.2,5.0,8.0,261.0,"['hong', 'run']",hongrun
红灯,红,灯,238.0,2.38,5.5,6.0,248.0,"['hong', 'deng']",hongdeng
红烧,红,烧,12.0,1.08,7.0,8.0,248.5,"['hong', 'shao']",hongshao
红砖,红,砖,3.0,0.48,5.0,7.5,248.0,"['hong', 'zhuan']",hongzhuan
红脸,红,脸,20.0,1.3,4.5,8.5,240.0,"['hong', 'lian']",honglian
红颜,红,颜,31.0,1.49,11.0,10.5,219.5,"['hong', 'yan']",hongyan
红藻,红,藻,,,6.5,12.5,240.0,"['hong', 'zao']",hongzao
红艳,红,艳,1.0,0.0,11.0,8.0,262.5,"['hong', 'yan']",hongyan
美人,美,人,160.0,2.2,5.5,5.5,240.0,"['mei', 'ren']",meiren
美女,美,女,1389.0,3.14,4.0,6.0,260.0,"['mei', 'nv']",meinv
美工,美,工,11.0,1.04,9.0,6.0,269.0,"['mei', 'gong']",meigong
美元,美,元,4701.0,3.67,10.5,6.5,240.5,"['mei', 'yuan']",meiyuan
美化,美,化,50.0,1.7,5.5,6.5,283.0,"['mei', 'hua']",meihua
美好,美,好,2237.0,3.35,7.0,7.5,282.5,"['mei', 'hao']",meihao
美式,美,式,,,17.5,7.5,283.5,"['mei', 'shi']",meishi
美妙,美,妙,1206.0,3.08,4.0,8.0,283.5,"['mei', 'miao']",meimiao
美言,美,言,27.0,1.43,10.0,8.0,240.5,"['mei', 'yan']",meiyan
美味,美,味,793.0,2.9,9.5,8.5,283.5,"['mei', 'wei']",meiwei
美金,美,金,1219.0,3.09,7.5,8.5,269.0,"['mei', 'jin']",meijin
美军,美,军,213.0,2.33,5.5,7.5,268.5,"['mei', 'jun']",meijun
美食,美,食,200.0,2.3,8.0,9.0,240.5,"['mei', 'shi']",meishi
美容,美,容,163.0,2.21,9.0,9.5,239.0,"['mei', 'rong']",meirong
美酒,美,酒,100.0,2.0,6.0,9.5,261.0,"['mei', 'jiu']",meijiu
美商,美,商,,,5.0,10.0,269.0,"['mei', 'shang']",meishang
美术,美,术,108.0,2.03,8.0,7.0,283.5,"['mei', 'shu']",meishu
美景,美,景,94.0,1.97,7.5,10.5,261.0,"['mei', 'jing']",meijing
美钞,美,钞,16.0,1.2,4.5,9.0,269.0,"['mei', 'chao']",meichao
美意,美,意,6.0,0.78,21.5,11.0,283.5,"['mei', 'yi']",meiyi
美感,美,感,27.0,1.43,6.5,11.0,260.5,"['mei', 'gan']",meigan
美梦,美,梦,252.0,2.4,4.0,10.0,283.0,"['mei', 'meng']",meimeng
美满,美,满,126.0,2.1,4.0,11.0,261.0,"['mei', 'man']",meiman
美称,美,称,2.0,0.3,4.0,9.5,269.5,"['mei', 'cheng']",meicheng
美制,美,制,,,14.0,8.5,283.5,"['mei', 'zhi']",meizhi
美貌,美,貌,201.0,2.3,5.5,11.5,283.0,"['mei', 'mao']",meimao
美德,美,德,85.0,1.93,4.5,12.0,239.5,"['mei', 'de']",meide
美发,美,发,64.0,1.81,4.5,7.0,269.0,"['mei', 'fa']",meifa
美学,美,学,17.0,1.23,3.5,8.5,240.5,"['mei', 'xue']",meixue
美丑,美,丑,,,4.0,6.5,261.5,"['mei', 'chou']",meichou
美丽,美,丽,2544.0,3.41,14.5,8.0,283.5,"['mei', 'li']",meili
美籍,美,籍,35.0,1.54,12.5,14.5,240.5,"['mei', 'ji']",meiji
美誉,美,誉,8.0,0.9,24.0,11.0,268.5,"['mei', 'yu']",meiyu
美艳,美,艳,44.0,1.64,10.0,9.5,283.5,"['mei', 'yan']",meiyan
美观,美,观,17.0,1.23,6.5,7.5,269.0,"['mei', 'guan']",meiguan
耍弄,耍,弄,19.0,1.28,1.0,8.0,282.0,"['shua', 'nong']",shuanong
耍闹,耍,闹,,,1.5,8.5,282.5,"['shua', 'nao']",shuanao
耍赖,耍,赖,26.0,1.41,4.0,11.0,282.0,"['shua', 'lai']",shualai
耐力,耐,力,60.0,1.78,13.5,5.5,305.0,"['nai', 'li']",naili
耐心,耐,心,909.0,2.96,6.5,6.5,290.0,"['nai', 'xin']",naixin
耐用,耐,用,17.0,1.23,3.0,7.0,304.0,"['nai', 'yong']",naiyong
耐性,耐,性,56.0,1.75,4.5,8.5,305.0,"['nai', 'xing']",naixing
耐穿,耐,穿,2.0,0.3,3.5,9.0,291.0,"['nai', 'chuan']",naichuan
耐劳,耐,劳,1.0,0.0,4.5,8.0,262.0,"['nai', 'lao']",nailao
耐寒,耐,寒,,,4.5,10.5,261.5,"['nai', 'han']",naihan
耐热,耐,热,6.0,0.78,2.5,9.5,304.0,"['nai', 're']",naire
耐震,耐,震,1.0,0.0,5.5,12.0,304.5,"['nai', 'zhen']",naizhen
耐磨,耐,磨,2.0,0.3,6.0,12.5,262.0,"['nai', 'mo']",naimo
胃口,胃,口,374.0,2.57,7.0,6.0,283.5,"['wei', 'kou']",weikou
胃炎,胃,炎,6.0,0.78,13.5,8.5,263.0,"['wei', 'yan']",weiyan
胃病,胃,病,10.0,1.0,8.5,9.5,305.5,"['wei', 'bing']",weibing
胃液,胃,液,2.0,0.3,11.0,10.0,306.0,"['wei', 'ye']",weiye
胃痛,胃,痛,,,7.5,10.5,306.0,"['wei', 'tong']",weitong
胃酸,胃,酸,22.0,1.34,7.0,11.5,291.0,"['wei', 'suan']",weisuan
胃癌,胃,癌,13.0,1.11,13.5,13.0,263.0,"['wei', 'ai']",weiai
胃镜,胃,镜,4.0,0.6,12.5,12.5,305.5,"['wei', 'jing']",weijing
胃囊,胃,囊,,,7.0,15.5,261.5,"['wei', 'nang']",weinang
胃脏,胃,脏,,,8.5,9.5,305.0,"['wei', 'zang']",weizang
背心,背,心,138.0,2.14,7.0,6.5,276.5,"['bei', 'xin']",beixin
背包,背,包,299.0,2.48,5.0,7.0,277.0,"['bei', 'bao']",beibao
背光,背,光,10.0,1.0,3.5,7.5,277.0,"['bei', 'guang']",beiguang
背叛,背,叛,1519.0,3.18,5.5,9.0,291.0,"['bei', 'pan']",beipan
背后,背,后,1150.0,3.06,4.5,7.5,291.0,"['bei', 'hou']",beihou
背负,背,负,114.0,2.06,10.5,7.5,291.5,"['bei', 'fu']",beifu
背面,背,面,148.0,2.17,3.5,9.0,291.0,"['bei', 'mian']",beimian
背书,背,书,8.0,0.9,8.5,6.5,277.5,"['bei', 'shu']",beishu
背脊,背,脊,11.0,1.04,5.5,9.5,269.5,"['bei', 'ji']",beiji
背起,背,起,,,5.0,9.5,269.5,"['bei', 'qi']",beiqi
背带,背,带,17.0,1.23,7.5,9.0,291.0,"['bei', 'dai']",beidai
背弃,背,弃,77.0,1.89,9.0,8.0,291.5,"['bei', 'qi']",beiqi
背部,背,部,158.0,2.2,8.5,9.5,290.5,"['bei', 'bu']",beibu
背景,背,景,831.0,2.92,7.0,10.5,269.0,"['bei', 'jing']",beijing
背痛,背,痛,,,3.5,10.5,291.5,"['bei', 'tong']",beitong
背诵,背,诵,53.0,1.72,5.0,9.0,291.0,"['bei', 'song']",beisong
背影,背,影,28.0,1.45,4.0,12.0,269.5,"['bei', 'ying']",beiying
背离,背,离,32.0,1.51,8.5,9.5,248.5,"['bei', 'li']",beili
胎毛,胎,毛,,,3.0,6.5,248.0,"['tai', 'mao']",taimao
胎生,胎,生,5.0,0.7,3.5,7.0,277.5,"['tai', 'sheng']",taisheng
胎位,胎,位,10.0,1.0,7.0,8.0,291.5,"['tai', 'wei']",taiwei
胎儿,胎,儿,220.0,2.34,2.0,5.5,248.0,"['tai', 'er']",taier
胎气,胎,气,3.0,0.48,7.0,6.5,291.5,"['tai', 'qi']",taiqi
胎记,胎,记,71.0,1.85,12.5,7.0,291.5,"['tai', 'ji']",taiji
胎动,胎,动,7.0,0.85,3.5,7.5,291.0,"['tai', 'dong']",taidong
胎教,胎,教,,,4.0,10.0,291.0,"['tai', 'jiao']",taijiao
胎盘,胎,盘,45.0,1.65,2.5,10.0,248.0,"['tai', 'pan']",taipan
胖子,胖,子,671.0,2.83,3.5,6.0,283.0,"['pang', 'zi']",pangzi
胚子,胚,子,,,4.0,6.0,269.0,"['pei', 'zi']",peizi
胚芽,胚,芽,1.0,0.0,3.5,8.0,249.0,"['pei', 'ya']",peiya
胚胎,胚,胎,56.0,1.75,1.5,9.0,277.0,"['pei', 'tai']",peitai
胚体,胚,体,,,1.5,8.0,269.5,"['pei', 'ti']",peiti
胞子,胞,子,,,5.5,6.0,269.0,"['bao', 'zi']",baozi
胞兄,胞,兄,1.0,0.0,4.5,7.0,276.5,"['bao', 'xiong']",baoxiong
胞弟,胞,弟,2.0,0.3,7.5,8.0,291.5,"['bao', 'di']",baodi
胞妹,胞,妹,1.0,0.0,6.0,8.5,291.0,"['bao', 'mei']",baomei
胞姊,胞,姊,,,4.5,8.0,269.5,"['bao', 'zi']",baozi
